,title,author,publication,date,duration,claps,tags_cleaned
2248,Drowning in Tokens,meltem demirors,No Publication,25-Mar-18,18,14400,"token-sale,cryptocurrency,blockchain,bitcoin,ethereum"
2249,Developing Warrior Like Mental Toughness — 11 Easy Steps,tim denning,startup grind,24-Mar-18,8,11200,"self-improvement,entrepreneurship,life-lessons,inspiration,startup"
2250,Your America: A Letter to My Daughter,julie lythcott-haims,No Publication,14-Mar-18,5,1600,"guns,nra,protest,never-again,gun-violence"
2251,This Therapist Is Trying To Cure 'Nice Guys',julia goodman,the establishment,14-Mar-18,8,8700,"relationships,nice-guys,therapy,patriarchy,society-politics"
2252,How to Activate Extreme Self-Confidence and Destroy Chronic Anxiety and Fear,anthony moore,mission.org,7-Mar-18,9,40000,"self-improvement,success,personal-development,personal-growth,life"
2253,The Flight of the Zuckerberg,dave pell,No Publication,22-Mar-18,3,9300,"facebook,social-media,media,culture,tech"
2254,The Woman I Left in San Francisco,allison washington,the bold italic,14-Dec-17,6,4400,",transgender,lgbtq,love,this-just-in,sexuality"
2255,Personality Tests and the Downfall of Democracy,ben werdmuller,ethical tech,18-Mar-18,8,3700,"social-media,politics,2016-election,cambridge-analytica,data-science"
2256,Ask Your Coworkers What They Make. You'll Earn More.,nick cassella,civic skunk works,14-Mar-18,4,5000,"politics,economics,money,business,self-improvement"
2257,Everyone's a copywriter. Right?,clare barry,No Publication,1-Sep-17,10,35000,"writing,copywriting,advertising,advertising-and-marketing,graphic-design"
2258,Why the net giants are worried about the Web 3.0,essentia 1,No Publication,17-Mar-18,7,23000,"blockchain,bitcoin,ethereum,cryptocurrency,web3"
2259,How You Know If They're “The One”,kris gage,onlywomen,18-Mar-18,8,23000,"love,relationships,happiness,self-awareness,contributor"
2260,The Most Important Thing In A Relationship,kris gage,No Publication,18-Mar-18,3,53000,"life,relationships,love,personal-development,self-improvement"
2261,"In Korea, If You're Feeling Overworked, You Check Yourself Into 'Prison'",c. brian smith,mel magazine,21-Feb-18,5,2300,"prison,korea,mental-health,work"
2262,What we've lost to gentrification,rian dundon,timeline,6-Mar-18,5,4200,"photography,new-york,gentrification,photos,history"
2263,The Deathbed Fallacy,rikard a. hjort,No Publication,22-Feb-18,8,8400,"life-lessons,happiness,regret,wisdom,death"
2264,Men want sex and women want love? Not exactly.,ken blackman,sex + connection,14-Mar-18,5,24000,"sex,love,love-and-sex,sex-school,sexuality"
2265,12 Things Everyone Should Understand About Tech,anil dash,humane tech,15-Mar-18,14,22000,"tech,ethics,software-development,startup,business"
2266,How I Doubled my Salary in Five Months and Got an Amazing Job,sam williams,complete coding,12-Mar-18,11,29000,"programming,software-development,javascript,jobs,tech"
2267,The 3 Stages of Failure in Life and Work (And How to Fix Them),james clear,personal growth,16-Mar-18,15,9100,productivity
2268,Confessions of a Progressive Gun Nut,jon stokes,No Publication,23-Nov-16,10,3700,"guns,gun-control,politics"
2269,Why Are We Still Boiling Lobsters Alive?,ian lecklitner,mel magazine,13-Mar-18,5,5900,"food,cooking,animal-rights,seafood,europe"
2270,Seeing vs. reading,ralph ammer,No Publication,13-Feb-18,2,24000,"design,creativity,art,thinking,life-lessons"
2271,You Don't Know What You Want,kris gage,No Publication,14-Mar-18,4,17200,"life,life-lessons,self-improvement,personal-development,happiness"
2272,Blockchain-based Machine Learning Marketplaces,fred ehrsam,No Publication,13-Mar-18,9,9000,"blockchain,ethereum,tech,startup,artificial-intelligence"
2273,Freedom Is Not About Speaking up but Choosing When to Be Silent,gustavo razzetti,personal growth,13-Mar-18,7,8300,"self-improvement,leadership,life-lessons,mindfulness,psychology"
2274,"I looked through all 14,227 photos from the Apollo Missions. Here's what I found.",jared kinsler,hackernoon.com,13-Mar-18,3,9100,"engineer,permanent,space,technology,funny,photojournalism,future-of-food"
2275,Elegant patterns in modern JavaScript: Ice Factory,bill sourour,freecodecamp.org,14-Mar-18,9,15100,"javascript,software-development,web-development,programming,learning-to-code"
2276,How You Do Anything Is How You Do Everything,ryan holiday,thrive global,13-Mar-18,5,35000,"life,life-lessons,self-improvement,productivity,motivation"
2277,13 Ways to Get Others Financially and Emotionally Invested in Your Goals,"benjamin hardy, phd",No Publication,12-Mar-18,18,17000,"self-improvement,life,productivity,startup,entrepreneurship"
2278,How To Know If You'll Live Your Dreams,"benjamin hardy, phd",No Publication,13-Mar-18,10,24000,"entrepreneurship,life,life-lessons,self-improvement,productivity"
2279,The Age of the Imbecile,umair haque,eudaimonia and co,13-Mar-18,8,67000,"politics,news,life,economics,leadership"
2280,Translating the Secret Meanings of Soviet Prison Tattoos,culture trip,the omnivore,9-Mar-18,5,3700,"prison,history,russia,tattoo,crime"
2281,Half a million people have seen me naked.,cher scarlett,No Publication,9-Mar-18,11,30000,"gaming,uncleswagg,twitch,revenge-porn,overwatch"
2282,Explained Simply: How an AI program mastered the ancient game of Go,aman agarwal,freecodecamp.org,10-Mar-18,25,7400,"artificial-intelligence,deep-learning,tech,technology,science"
2283,You Think You Want Media Literacy… Do You?,danah boyd,data & society: points,10-Mar-18,26,5400,"media-literacy,education,sxswedu,media-manipulation"
2284,The Russians Who Exposed Russia's Trolls,@dfrlab,dfrlab,8-Mar-18,13,3800,"government,security,russia,politics,media"
2285,How Your Phone Can Keep You from Getting Depressed,rob waters,neo.life,9-Mar-18,10,6300,"mental-health,psychology,technology,mobile-app-development,tech"
2286,The Women Who Saved Me,ijeoma oluo,No Publication,9-Mar-18,11,37000,"international-womens-day,abuse,rape,racism"
2287,Why Do All The Planets Orbit In The Same Plane?,ethan siegel,starts with a bang!,9-Mar-18,7,10200,"planets,space,astronomy,orbit,physics"
2288,The Problem With 'Feminist' Sex Products,suzannah weiss,the establishment,5-Mar-18,9,5600,"sex,shame,capitalism,feminism,society-politics"
2289,What's it like to ride in a self-driving car?,tom standage,the economist,6-Mar-18,8,2600,"journalists,self-driving-cars,technology,cars,automation"
2290,Porn Is Not the Worst Thing on Musical.ly,anastasia basil,human parts,6-Mar-18,11,104000,"social-media,parenting,internet-time-machine,internet-culture,family"
2291,What do I mean by Skin in the Game? My Own Version,nassim nicholas taleb,incerto,5-Mar-18,6,20000,"politics,psychology,trump,elections"
2292,Get Ready for Same-Sex Reproduction,rachel lehmann-haupt,neo.life,28-Feb-18,9,4500,"fertility,reproductive-justice,reproductive-rights,science,technology"
2293,The Great Awakening,arianna huffington,thrive global,1-Mar-18,18,4400,"technology,wisdom,future"
2294,When The Sexually Abusive Artist Is A Woman,annie lloyd,the establishment,28-Feb-18,10,7000,"poetry,anne-sexton,sexual-abuse,mothers-and-daughters,arts-creators"
2295,"If The Universe Is 13.8 Billion Years Old, How Can We See 46 Billion Light Years Away?",ethan siegel,starts with a bang!,2-Mar-18,6,12600,"science,universe,redshift,distance,expanding-universe"
2296,The Teens Will Save Us,dina ley,No Publication,19-Feb-18,3,28000,"1984,gun-control,education,teaching,teens"
2297,My First Year Sober,edith zimmerman,spiralbound,22-Feb-18,4,22000,",comics,alcoholism,alcohol,sobriety,drinking"
2298,The End of Democratic Capitalism?,john battelle,newco shift,26-Feb-18,3,9700,"china,apple,politics,tech,economics"
2299,Design's Lost Generation,mike monteiro,No Publication,19-Feb-18,17,48000,"design,ethics,disruption,accountability"
2300,7 Practical Tips for Cheating at Design,adam wathan & steve schoger,refactoring ui,20-Feb-18,8,237000,design
2301,What Will Bitcoin Look Like in Twenty Years?,daniel jeffries,hackernoon.com,31-Oct-17,34,51000,"blockchain,bitcoin,economics,future,cryptocurrency"
2302,On Guns in Schools,amanda oliver,No Publication,23-Feb-18,4,10600,"guns,education,libraries,homelessness"
2303,The Most Intolerant Wins: The Dictatorship of the Small Minority,nassim nicholas taleb,incerto,14-Aug-16,27,24000,"isis,islam,popper,complexity,france"
2304,The Measure of a Man,bill beck,eidolon,15-Feb-18,8,2900,"classics,masculinity,ancient-vs-modern,art,sexuality"
2305,The 9 Rules of Design Research,erika hall,mule design studio,9-Feb-18,8,15800,"ux,research,design-thinking,workshop"
2306,On Thinking and Simulated Thinking,jordan hall,deep code,16-Feb-18,11,99800,"thinking,social-media,education,politics"
2307,Does Marriage Even Make Sense Anymore?,kris gage,No Publication,19-Feb-18,8,25000,"marriage-equality,love,relationships,marriage"
2308,Facebook has a Big Tobacco Problem,frederic filloux,monday note,12-Feb-18,6,8700,"facebook,mark-zuckerberg"
2309,Most Of What We Think of As “Love” is Bullshit,kris gage,p.s. i love you,17-Feb-18,7,34000,"love,relationships,dating,women,kris-gage"
2310,"Play It Again, Uncle Sam",dave pell,No Publication,16-Feb-18,3,7600,"guns,news,politics,education,violence"
2311,The Definitive Guide to Working With the Millennial Species,kristen pyszczyk,the cooper review,13-Feb-18,3,6400,"humor,satire,millennials,workplace,office-culture"
2312,The Marriage Market May Be More Imbalanced Than You Think,lyman stone,in a state of migration,15-Feb-18,6,1600,"marriage,demographics,relationships,dating"
2313,What I've Learned About Love From Bartending,haley hamilton,mel magazine,13-Feb-18,7,4200,"dating,love,advice,bars,life-lessons"
2314,What Happens When Your Figure Skating Career Ends?,stanford magazine,stanford magazine,13-Feb-18,6,1910,"olympics,figure-skating,body-image,athletes,mental-health"
2315,Your Cortex Contains 17 Billion Computers,mark humphries,the spike,12-Feb-18,8,11300,"artificial-intelligence,machine-learning,neuroscience,science,psychology"
2316,Portraits of Retired Sex Workers: The Gaze Turned the Other Way,reading the pictures,vantage,8-Feb-18,5,4100,"photography,mexico,sex-work,women,photojournalism"
2317,Men Warn Me About Things. Women Help Me.,heather bryant,No Publication,11-Feb-18,5,6000,"journalism,collaboration,mentorship,advising,entrepreneurship"
2318,"Clean Food: If You Want to Save the World, Get Over Yourself.",chris newman,sylvanaqua farms,28-Jan-18,9,19000,"food,sustainability,organic-farming,technology,culture"
2319,Signs They Love You,kris gage,No Publication,12-Feb-18,7,28000,"love,relationships,dating"
2320,How Long Until We're All Amish?,lyman stone,in a state of migration,9-Feb-18,9,1600,"migration,economics,politics,baby,amish"
2321,What I Learned Working for Both Bill Gates and Steve Jobs,ben fathi,No Publication,6-Feb-18,13,18000,"career-advice,tech-industry,bill-gates,steve-jobs"
2322,The Scientific Failure Of The Original Elegant Universe,ethan siegel,starts with a bang!,6-Feb-18,6,3300,"science,universe,kepler,elegance,failure"
2323,Europe Didn't Send Their Best Either: Reflections on Illegal” People (and Forgetful Ones),tim wise,No Publication,5-Feb-18,7,6200,"immigration,immigrants,racism,white-supremacy,trump"
2324,What a Little-Known Ursula K. Le Guin Essay Taught Me About Being a Woman,emily popek,electric literature,25-Jan-18,7,8400,"writing,feminism,women,essays,ursula-k-le-guin"
2325,What To Do When It's Not Getting Better,kris gage,No Publication,5-Feb-18,10,14700,"love,relationships,life-lessons,love,relationships,happiness,personal-development"
2326,Why this lifelong Eagles fan won't be watching the Super Bowl: Story of a Protest in 7 Parts.,steve benedetto,No Publication,2-Feb-18,22,3400,"nfl,colin-kaepernick,super-bowl,philadelphia-eagles,shaun-king"
2327,"Yes, The Multiverse Is Real, But It Won't Fix Physics",ethan siegel,starts with a bang!,1-Feb-18,6,9000,"physics,multiverse,inflation,quantum-physics,science"
2328,Cancer — The Seed and Soil,dr. jason fung,No Publication,1-Feb-18,8,15900,"cancer,health"
2329,My First Night on Death Row as an Innocent Man,aclu national,aclu,30-Jan-18,13,12400,"speak-freely?source=post_page-----b3e1654d9d4b----------------------,washington-markup?source=post_page-----b3e1654d9d4b----------------------,free-future?source=post_page-----b3e1654d9d4b----------------------,the-campaign?source=post_page-----b3e1654d9d4b----------------------,ai-and-civil-liberties?source=post_page-----b3e1654d9d4b----------------------,prison,death-penalty,criminal-justice,criminal-justice-reform,speak-freely"
2330,What is the Pizza Capital of the US?,simon rogers,google news lab,30-Jan-18,3,5900,"data-visualization,google,food,data-journalism,maps"
2331,Let me respond to the State of the Union,bernie sanders,senator bernie sanders,31-Jan-18,10,20000,"politics,state-of-the-union,bernie-sanders,donald-trump,senate"
2332,HTTPS explained with carrier pigeons,andrea zanin,freecodecamp.org,11-Jan-18,5,64000,"cryptography,security,messaging,tech,humor"
2333,Why Mars Matters,gentry underwood,No Publication,5-Jan-18,1,12400,"climate-change,future,space,technology,history"
2334,The Art of Intimacy,john gorman,personal growth,31-Jan-18,7,35000,"life,love,relationships,life-lessons,self-improvement"
2335,An introduction to Progressive Web Apps,flavio copes,freecodecamp.org,29-Jan-18,8,8500,"web-development,tech,mobile-app-development,android,programming"
2336,"A homophobic slur before the fight, a barrage of death blows in the ring",laura smith,timeline,29-Jan-18,6,4300,"boxing,sports,sexuality,history,lgbtq"
2337,How to biohack your intelligence — with everything from sex to modafinil to MDMA,serge faguet,hackernoon.com,25-Jan-18,47,43000,"health,life,self-improvement,life-lessons,personal-development"
2338,The Rise of the Full-Stack Freelancer,tiago forte,praxis,24-Jun-17,10,5500,"entrepreneurship,free,habits,full-stack,solopreneur"
2339,The Largest Early World Map is Unveiled For the First Time,ahmed kabil,the long now foundation,25-Jan-18,6,8100,"maps,history,culture,cartography,technology"
2340,"Fasting, Longevity and the Mitochondrial Connection",dr. jason fung,personal growth,25-Jan-18,7,22000,"health,cancer,wellness,longevity,fasting"
2341,Seattle's $15 Minimum Wage Experiment Is a Success,paul constant,civic skunk works,13-Jan-18,6,6500,"minimum-wage,economics,politics,seattle,restaurant"
2342,Is This the Society We Really Want?,john battelle,newco shift,25-Jan-18,5,6600,"politics,tech,amazon,facebook,culture"
2343,What We Should Have Learned in School But Never Did,srinivas rao,mission.org,24-Jan-18,24,38000,"goals,love,money,personal-development,life"
2344,No Cutting Corners on the iPhone X,brad ellis,tall west,23-Jan-18,4,30000,"design,iphone-x,apple,tech,ux"
2345,Longevity and Diet,dr. jason fung,personal growth,18-Jan-18,7,14900,"health,longevity,diet,wellness"
2346,Spotify Limited & Apple Records,m.g. siegler,500ish,22-Jan-18,8,5000,"music,business,spotify,apple-music,tech"
2347,Bitcoin,nassim nicholas taleb,opacity,22-Jan-18,3,62000,"bitcoin,economics"
2348,Predictions for the Year Ahead,magenta staff,magenta,22-Jan-18,11,3500,"artificial-intelligence,technology,marketing,branding,design"
2349,The Useless Concept of 'Calories',dr. jason fung,personal growth,14-Nov-17,7,17500,weight-loss
2350,"Are Aliens Plentiful, But We're Just Missing Them?",ethan siegel,starts with a bang!,19-Jan-18,8,8000,"science,aliens,seti,astronomy,extraterrestrial-life"
2351,Maybe Facebook Should Abandon the News Feed Altogether.,john battelle,newco shift,16-Jan-18,7,3700,"facebook,tech,advertising,culture,journalism"
2352,A New Old Skywalker,joseph gordon-levitt,No Publication,16-Jan-18,8,26000,"star-wars,the-last-jedi,movies"
2353,The Hawaii Missile Alert Culprit: Poorly Chosen File Names,jared m. spool,No Publication,17-Jan-18,9,3800,"design,microinteractions,notifications,design-thinking,user-experience"
2354,What the Aziz Ansari allegation teaches us about consent,amanda alcantara,the lily,16-Jan-18,6,9100,"sexual-assault,issues,consent,women,sex"
2355,Why Did the Dutch Give Up Manhattan for Nutmeg?,steve chatterton,No Publication,12-Jan-18,9,7600,"history,british-culture,dutch,culture,war"
2356,Stop Waiting For The Real Aziz Ansari,andrea grimes,No Publication,17-Jan-18,3,9600,"me-too,sexual-harassment,aziz-ansari,rape-culture,rape-apologism"
2357,How to Die of the Flu,dr. carol lynn curchoe,No Publication,24-Sep-17,10,3800,"health,vaccines,influenza,pregnancy,children"
2358,Do algorithms reveal sexual orientation or just expose our stereotypes?,blaise aguera y arcas,No Publication,12-Jan-18,15,99100,"lgbtq,ai,machine-learning,artificial-intelligence,deep-learning"
2359,The Divine Comedy of the Tech Sisterhood,anat deracine,code like a girl,3-Jan-18,67,8600,"tech,women-in-tech,silicon-valley,sexism,codelikeagirl"
2360,The newsfeed and Facebook's China problem,wolfgang blau,No Publication,13-Jan-18,4,2000,"facebook,wechat,newsfeed,mark-zuckerberg,china"
2361,"Sex, Lists, & The New McCarthyism",the hannah arendt center,amor mundi,19-Nov-17,5,3700,"politics,free-speech,hannah-arendt,harvey-weinstein,sexual-harassment"
2362,Why Do We Excuse the Extremes of Capitalism?,nick cassella,civic skunk works,13-Jan-18,4,13100,"economics,politics,psychology,economy,history"
2363,Long-Hidden Text Is Uncovered in Alexander Hamilton Letter,library of congress,No Publication,11-Jan-18,4,4100,"history,libraries,preservation,letters,digital"
2364,Where College Is Free,the nib,the nib,6-Dec-17,3,7500,"college,student-loans,debt,education,comics"
2365,Physiognomy's New Clothes,blaise aguera y arcas,No Publication,7-May-17,38,2700,"artificial-intelligence,machine-learning,criminal-justice-reform,racism,deep-learning"
2366,What Really Happened with Vista: An Insider's Retrospective,ben fathi,No Publication,3-Jan-18,16,7100,"windows,operating-systems,complexity,engineering-culture,management"
2367,It's Time To Throw Away The Dickensian Culture of Math Education,sunil singh,q.e.d.,12-Jan-18,8,3500,education
2368,Facebook's Changes,jeff jarvis,whither news?,12-Jan-18,5,3400,journalism
2369,Mapbreaking,brian romer,prototypr,4-Jan-18,8,5000,"maps,data-visualization,cartography,design,ux"
2370,Uyghur Muslims: Victims of the World's Largest Ethnic Cleansing.,cj werleman,extra newsfeed,10-Jan-18,5,5700,"islam,uyghur,islamophobia,muslim"
2371,The Undeserving Poor: A Very Tiny History,elizabeth bruenig,No Publication,7-Jan-18,7,6600,"welfare,poverty,christianity"
2372,How to Dramatically Improve your Public Speaking Skills,jason shen,better humans,8-Jan-18,13,11700,"public-speaking,tedtalks,communication-skills,entrepreneurship"
2373,"Damn Girl, You've Got a High AQ",natalie fratto,hackernoon.com,5-Jan-18,8,7100,"leadership,startup,adaptability,venture-capital,self-improvement"
2374,"Driverless Hotel Rooms: The End of Uber, Airbnb and Human Landlords",nathan waters,hackernoon.com,5-Jan-18,8,25000,"technology,future,self-driving-cars,hotel,future,uber,airbnb"
2375,Sexual Coercion is Part of a Larger Culture of Coercion,emma lindsay,No Publication,8-Jan-18,10,11500,"rape,colonialism,post-colonialism,sexual-assault"
2376,The Science of Hiking,james horrox,No Publication,19-Nov-17,6,7300,"mental-health,psychology,hiking,nature,fitness"
2377,Mast Brothers: An Insider's Account of a Wholesale Debacle (Part One),matt robertson,shelf life,3-Jan-18,11,2400,"startup,food,wholesale,sales,small-business"
2378,Facebook Can't Be Fixed.,john battelle,newco shift,6-Jan-18,5,18200,"facebook,advertising,media,tech,finance"
2379,"If gender and race are artificial constructs, does diversity matter?",timi olotu,extra newsfeed,12-Dec-17,10,22000,"racism,gender-equality,politics,philosophy,diversity"
2380,California Needs a Housing-First Agenda: My 2018 Housing Package,scott wiener,art + marketing,4-Jan-18,5,6300,"housing,urban-planning,california,transportation,public-transit"
2381,Behind the Scenes — Hurricane Recovery in Puerto Rico,senator chris murphy,No Publication,6-Jan-18,8,6400,"puerto-rico,senator-chris-murphy,hurricane-maria,hurricane,government"
2382,"The Algorithms Aren't Biased, We Are",rahul bhargava,mit media lab,3-Jan-18,5,4600,"research,machine-learning,ethics,algorithms,artificial-intelligence"
2383,Love in Virtual Reality,dr. lindsay portnoy,digital culturist,30-Jun-17,8,1970,"virtual-reality,psychology,love,thoughts,technology"
2384,"Artificial Intelligence, AI in 2018 and beyond",eugenio culurciello,towards data science,3-Jan-18,13,3000,"artificial-intelligence,neural-networks,deep-learning,towards-data-science"
2385,Welcome to the Club Nobody Wants to Join,heather poole,No Publication,4-Jan-18,7,9500,"health,fashion,airlines,travel,science"
2386,Logan Paul Is Only The Latest Westerner To Exploit Japan's Suicide Problem,john francis klingle,No Publication,3-Jan-18,7,4300,"japan,logan-paul,suicide,orientalism,youtube"
2387,Towards a Bra-free Instagram Experience,lauren hallden,newco shift,31-Dec-17,5,101000,"women,tech,user-experience,culture,advertising"
2388,The State of the Gender Divide,alana hope levinson,mel magazine,27-Dec-17,22,4500,"feminism,sexual-assault,jobs,work,women"
2389,Hard and Soft Skills in Tech,yonatan zunger,newco shift,27-Dec-17,10,9000,"hiring,tech,soft-skills,engineering,culture"
2390,The Men Who Are Convinced We're All Living in a Simulation,john mcdermott,mel magazine,19-Dec-17,6,6100,"simulation,reality,theoretical-physics,physics,philosophy"
2391,Then-and-now photos of London's “Visible Girls” show the tenacity of female friendship,pete brook,timeline,12-Dec-17,4,2400,"london,history,photography,friendship,women"
2392,Designing Against Misinformation,jeff smith,facebook design,20-Dec-17,6,6400,"facebook,design,product-design,design-thinking,design-process"
2393,The Tigers Come at Night,kevin barrett,No Publication,7-Dec-17,3,2600,"bots,features"
2394,It felt safe here,maika elan,witness,20-Dec-17,7,9200,"photography,japan,stories,hikikomori,photos"
2395,Is the Sports World Ready for a Zero-Tolerance Policy on Violence Against Women?,natalie weiner,No Publication,17-Dec-17,9,2000,"sports,sexual-harassment,domestic-violence,nfl"
2396,Why All Designers Should Read Cyberpunk,john brownlee,magenta,16-Nov-17,7,6200,"science-fiction,technology,design,silicon-valley,inspiration"
2397,Artwork Personalization at Netflix,netflix technology blog,netflix techblog,7-Dec-17,13,34000,"machine-learning,personalization,recommender-systems,artwork,algorithms"
2398,Slow Down Ahead?,josh quittner,tech stories that matter,16-Dec-17,5,1100,"net-neutrality,technology,internet,silicon-valley"
2399,"Mansplaining, Explained",the nib,the nib,16-Dec-17,3,40000,"mansplaining,gender,culture,politics,comics"
2400,The Outbreak of Fentanyl Shows How Broken the War on Drugs Is,alireza naraghi,the bold italic,30-Nov-17,6,3600,"drugs,this-just-in,san-francisco,fentanyl,addiction"
2401,Understanding cancer's unruly origins helps early diagnosis,the economist,the economist,12-Dec-17,10,2100,"cancer,medicine,science,health"
2402,Straight from the horse's mouth: What the Roy Moore horseback footage reveals,courtney maum,No Publication,15-Dec-17,5,5300,"horses,consent,equestrian,roy-moore,emotional-abuse"
2403,The Untold Story of How Massive Success Made GoPro's CEO Lose His Way. Can He Recover?,inc. magazine,inc magazine,14-Dec-17,17,10500,"tech,gopro,business"
2404,The Blockchain Economy: A beginner's guide to institutional cryptoeconomics,cryptoeconomics,cryptoeconomics australia,27-Sep-17,14,17400,"blockchain,cryptoeconomics,cryptocurrency,economics,institutions"
2405,Act now to save the internet as we know it,tim berners-lee,No Publication,12-Dec-17,3,26000,"net-neutrality,webfoundation,fcc,savetheinternet"
2406,Cat Person: Fact and Fiction,r.s. mason,No Publication,11-Dec-17,6,1000,"writing,fiction,cat-person"
2407,Why Universal Basic Income Won't Work,kacy qua,No Publication,6-Dec-17,5,5800,"basic-income,education,careers,self-improvement,success"
2408,"Data, Power, And War",john battelle,newco shift,7-Dec-17,4,3600,"government,politics,war,data-science,culture"
2409,These graphic-design images from North Korea are glorious to behold,rian dundon,timeline,11-Oct-17,3,5000,"north-korea,history,photography,branding,media"
2410,What I learned from doing 1000 code reviews,steven heidel,No Publication,5-Dec-17,4,12500,"programming,code-review,software-development,software-engineering,java"
2411,The convergence of AI and Blockchain: what's the deal?,francesco corea,No Publication,2-Dec-17,14,7400,"blockchain,artificial-intelligence,machine-learning,data-science,big-data"
2412,A Pinterest Progressive Web App Performance Case Study,addy osmani,dev channel,30-Nov-17,9,15200,"web-development,javascript,web-performance,progressive-web-app,chrome"
2413,Russian Social Media Disruption Report,timothy s. boucher,No Publication,25-Nov-17,18,2500,"news,social-media,politics,russian,cybersecurity"
2414,Learning from a Prodigy,manoel cortes mendez,student voices,22-Aug-17,11,8200,"chess,magnus-carlsen,education,learning,neuroscience"
2415,What Bikini Atoll Looks Like Today,stanford magazine,stanford magazine,21-Nov-17,9,15900,"nuclear-weapons,coral-reefs,dna,features,stanford"
2416,Pivot from Video,m.g. siegler,500ish,24-Nov-17,6,3700,"television,advertising,sports,tech,stranger-things"
2417,Battery Life Hacks: All You Need To Know,niklas göke,better humans,23-Nov-17,9,7900,"ios,tech,life-lessons,smartphones,productivity"
2418,I Thought Gay Celibacy Was My Only Option — I Was Wrong,patrick flores,reaching out,22-Nov-17,30,17300,"lgbtq,writing,storytelling,life,faithfullylgbt"
2419,The Most Important Rule in UX Design that Everyone Breaks,jeff davidson,prototypr,10-Nov-17,8,55000,"psychology,ux-design,startup,business,design"
2420,Yes Me Too,dustin giebel,No Publication,14-Nov-17,10,6200,"metoo,sexual-assault"
2421,Why I'm leaving Silicon Valley,preethi kasireddy,No Publication,20-Nov-17,12,77000,"startup,cryptocurrency,entrepreneurship,silicon-valley,blockchain"
2422,As the Mother of Sons,alaura weaver,speaking human,13-Nov-17,6,11400,"rape,sexual-assault,rape-culture,family,social-justice"
2423,"Millennials Will Work Hard, Just Not for Your Crappy Job",brett cenkus,the startup,16-Nov-17,11,17400,"millennials,leadership,business,careers,startup"
2424,Cancer's convergent evolution,dr. jason fung,personal growth,15-Nov-17,7,6800,"science,cancer,health,oncology"
2425,Google and Facebook are building the ultimate perk: housing,luke stangel,cxo magazine,15-Nov-17,7,1800,"startup,google,facebook,development,real-estate"
2426,Losing Louis,francesca fontana,No Publication,11-Nov-17,5,7900,"sexual-assault,louis-ck,journalism,harvey-weinstein,sexual-harassment"
2427,Math Was Never Neutral.,jose vilson,q.e.d.,30-Oct-17,5,6000,"education,mathematics,social-justice,higher-education"
2428,Move Slowly and Fix Things,jonas downey,signal v. noise,14-Nov-17,6,18200,"design,software-development,ux,business"
2429,Insider Reflections on The ICO Bubble,jason goldberg,hackernoon.com,12-Nov-17,8,6000,"blockchain,bitcoin,blockchain,ico,ico-bubble,cryptocurrency,insider-reflections"
2430,The Body in Question,grace gillies,eidolon,9-Nov-17,11,3000,"gender,art,museums,classics,reception"
2431,Something is wrong on the internet,james bridle,No Publication,6-Nov-17,21,175000,"youtube,google,violence,abuse,internet"
2432,"Make relationships, not things.”",steve bryant,No Publication,6-Nov-17,6,7500,"tech,technology,marketing,storytelling,startup"
2433,Like if You Want the Truth to Win,josh quittner,tech stories that matter,4-Nov-17,6,3100,"facebook,politics,technology,twitter,fake-news"
2434,Why and how the Cryptobubble will burst,dk,No Publication,1-Nov-17,13,25000,"blockchain,ico,bitcoin,investing,cryptocurrency"
2435,A Likely Story,mimi kramer,No Publication,26-Oct-17,15,9100,"sexual-harassment,tina-brown,harvey-weinstein,leon-wieseltier"
2436,We already know blockchain's killer apps,haseeb qureshi,hackernoon.com,31-Oct-17,25,31000,"bitcoin,cryptocurrency,ethereum,blockchain,tech"
2437,America's On A Collision Course With A Constitutional Crisis,nicholas grossman,arc digital,1-Nov-17,8,5000,"politics,donald-trump,congress,constitution,impeachment"
2438,Divorcing My Best Friend,stephanie farah,the creative cafe,23-Oct-17,8,13800,"love,divorce,single-life,breakups"
2439,Donald Trump in the Age of Cynicism,yonatan zunger,newco shift,29-Oct-17,12,9200,"russia,trump,politics,america,culture"
2440,The Unsolved Murder of Dorothy Jane Scott,brenda thornlow,No Publication,24-Oct-17,8,1400,"crime,true-crime,unsolved-mysteries,murder,california"
2441,How to save San Francisco,justin krause,No Publication,27-Oct-17,8,13200,"san-francisco,urban-planning,housing,politics,economics"
2442,Cancer's Procrustean Bed,dr. jason fung,No Publication,27-Oct-17,8,3400,"cancer,genetics,cancer-research,cancer-moonshot"
2443,The incuriousness of Donald Trump,adam m. lowenstein,extra newsfeed,22-Oct-17,7,6300,"donald-trump,us-politics,politics,government,reading"
2444,The Real Story of Automation Beginning with One Simple Chart,scott santens,basic income,24-Oct-17,14,21000,"basic-income,automation,tech,technology,politics"
2445,"Nazism: what it is, why we fight it, and how",yonatan zunger,extra newsfeed,24-Oct-17,12,13300,"nazis,trump,world-war-ii,why-we-fight-it,how-to-fight-nazism"
2446,Good Men” and Harvey Weinstein,matt mcgorry,No Publication,23-Oct-17,11,7600,None
2447,"It Is Absurdly, Obscenely Common': Incest Survivors Speak Out",annie mok,the establishment,18-Oct-17,8,4100,"sexual-assault,incest,abuse,stigma,society-politics"
2448,"The Multiverse Is Inevitable, And We're Living In It",ethan siegel,starts with a bang!,19-Oct-17,7,15700,"science,multiverse,universe,space,astrophysics"
